Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Duke,2038.0,-1.0,+40
2,Alabama,2013.0,-0.7,+39
3,UConn,1994.0,-0.3,-18
4,Tennessee,1987.0,-0.3,-21
5,Louisville,1980.0,-0.7,+8
6,Maryland,1961.0,-0.6,+9
7,Michigan State,1946.0,-0.5,-1
8,Auburn,1933.0,-0.2,+29
9,UCLA,1928.0,-0.6,-60
10,Kentucky,1912.0,-0.1,+13
11,South Carolina,1910.0,-0.3,-5
12,Oklahoma,1902.0,-0.4,+35
13,UNC,1893.0,-0.1,+19
14,Baylor,1891.0,-0.2,+15
15,Ohio State,1886.0,-0.1,+80
16,Texas,1884.0,-0.4,-72
17,Florida,1873.0,-0.1,-75
18,TCU,1871.0,-0.1,+28
19,Oregon,1869.0,-0.0,+53
20,Michigan,1869.0,-0.2,-31
21,Missouri,1864.0,-0.5,+39
22,Mississippi State,1852.0,-0.1,+13
23,Indiana,1850.0,-0.2,+7
24,St. John's (NY),1845.0,-0.2,+26
25,Gonzaga,1841.0,-0.0,+40
26,Iowa State,1841.0,-0.2,+29
27,Ole Miss,1836.0,-0.1,-41
28,USC,1834.0,-0.3,-48
29,LSU,1826.0,-0.0,-18
30,Marquette,1826.0,-0.1,+38
31,West Virginia,1824.0,-0.0,+22
32,Arizona,1824.0,-0.1,+18
33,Illinois,1822.0,-0.1,+17
34,Grand Canyon,1819.0,-0.1,+13
35,Wisconsin,1816.0,-0.4,+16
36,Clemson,1807.0,-0.2,-17
37,BYU,1803.0,-0.1,+30
38,Vanderbilt,1801.0,-0.2,+43
39,Creighton,1797.0,-0.1,-95
40,Utah,1795.0,-0.1,-40
41,Texas Tech,1793.0,-0.4,-17
42,North Texas,1782.0,-0.2,+29
43,Villanova,1777.0,-0.0,-15
44,Kansas State,1776.0,-0.2,-103
45,Notre Dame,1772.0,-0.1,-99
46,Georgia,1770.0,-0.0,+104
47,Iowa,1770.0,-0.0,-28
48,UNLV,1769.0,-0.0,+47
49,San Diego State,1768.0,-0.2,+25
50,Kansas,1764.0,,+13
