Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,UConn,1990.0,-0.5,-56
2,South Carolina,1978.0,-0.2,+52
3,UNC,1973.0,-2.3,+26
4,Gonzaga,1914.0,-0.0,+26
5,Tennessee,1914.0,-1.1,+16
6,Iowa,1885.0,-0.4,-8
7,Creighton,1875.0,-0.1,+31
8,Kansas State,1872.0,-0.1,-90
9,Duke,1870.0,-0.2,+33
10,Texas,1864.0,-0.2,-40
11,Washington State,1859.0,-0.2,+62
12,Auburn,1855.0,-0.2,-26
13,Marquette,1850.0,-0.4,+19
14,Alabama,1839.0,-0.3,+43
15,Baylor,1832.0,-0.0,-25
16,Stanford,1832.0,-0.2,+4
17,Ole Miss,1828.0,-0.0,+70
18,Syracuse,1827.0,-0.0,+22
19,Colorado,1827.0,-0.2,-33
20,Iowa State,1823.0,-0.2,+19
21,Oklahoma,1818.0,-0.1,+7
22,LSU,1815.0,-0.2,-49
23,Arizona,1811.0,-0.0,-32
24,NC State,1810.0,-0.0,-9
25,Maryland,1809.0,-0.2,+18
26,Virginia Tech,1803.0,-0.3,+56
27,Mississippi State,1795.0,-0.3,+14
28,Texas A&M,1788.0,-0.0,-29
29,West Virginia,1788.0,-0.0,-46
30,Texas Tech,1787.0,-0.0,+59
31,Kansas,1786.0,-0.0,-7
32,Michigan State,1785.0,-0.1,+47
33,UCLA,1783.0,-0.2,+24
34,Utah,1779.0,-0.2,-84
35,Wisconsin,1775.0,-0.1,+63
36,Notre Dame,1772.0,-0.0,+17
37,Princeton,1772.0,-0.0,-55
38,Houston,1771.0,-0.2,+22
39,Miami (FL),1766.0,-0.2,+27
40,Purdue,1761.0,-0.1,-40
41,Indiana,1758.0,-0.1,-6
42,Ohio State,1755.0,-0.2,-81
43,UNLV,1750.0,-0.2,-28
44,New Mexico,1745.0,-0.2,+21
45,Oregon State,1741.0,-0.2,+48
46,BYU,1736.0,-0.0,+27
47,Richmond,1736.0,-0.0,-38
48,TCU,1736.0,-0.0,+32
49,Illinois,1735.0,-0.0,-2
50,VCU,1734.0,,+32
