Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Gonzaga,1949.0,-0.0,+21
2,Houston,1949.0,-0.1,-7
3,Kansas,1946.0,-0.1,+13
4,UCLA,1944.0,-1.2,+19
5,Alabama,1913.0,-0.1,+16
6,Purdue,1910.0,-0.2,-74
7,Marquette,1904.0,-0.9,+26
8,Indiana,1881.0,-0.2,+20
9,Iowa,1875.0,-0.3,+99
10,Maryland,1868.0,-0.0,+80
11,Tennessee,1867.0,-0.2,+9
12,Memphis,1861.0,-0.3,+22
13,Creighton,1854.0,-0.0,-4
14,Miami (FL),1853.0,-0.0,+8
15,UConn,1853.0,-0.4,+39
16,Texas,1843.0,-0.5,-45
17,Boise State,1831.0,-0.3,+31
18,Virginia,1823.0,-0.2,+27
19,Arizona,1817.0,-0.3,+63
20,TCU,1810.0,-0.1,+54
21,Duke,1807.0,-0.2,+3
22,Texas A&M,1803.0,-0.0,-26
23,Oklahoma State,1802.0,-0.2,-50
24,San Diego State,1798.0,-0.1,-51
25,Arkansas,1795.0,-0.5,+1
26,Iowa State,1783.0,-0.2,+39
27,Oklahoma,1777.0,-0.1,+92
28,Michigan State,1775.0,-0.1,-15
29,Baylor,1772.0,-0.3,-62
30,Illinois,1764.0,-0.0,-73
31,Virginia Tech,1763.0,-0.0,+20
32,Mississippi State,1763.0,-0.0,-35
33,Villanova,1762.0,-0.0,-9
34,USC,1761.0,-0.1,+14
35,NC State,1759.0,-0.1,-10
36,Saint Mary's,1757.0,-0.1,-59
37,Michigan,1755.0,-0.1,+1
38,West Virginia,1753.0,-0.0,-20
39,UNC,1752.0,-0.1,-34
40,Kansas State,1750.0,-0.4,-19
41,Providence,1740.0,-0.4,-37
42,Drake,1731.0,-0.8,-31
43,Kentucky,1711.0,-0.2,-22
44,Auburn,1707.0,-0.2,+61
45,Tulane,1701.0,-0.0,+43
46,Texas Tech,1700.0,-0.0,-0
47,Iona,1699.0,-0.0,+40
48,Rutgers,1698.0,-0.1,-45
49,Stanford,1696.0,-0.1,+25
50,Colorado,1694.0,,+33
