Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Purdue,1962.0,-0.7,-7
2,Houston,1944.0,-1.0,+4
3,Gonzaga,1918.0,-0.2,-16
4,UCLA,1913.0,-0.7,+10
5,Tennessee,1895.0,-0.4,-35
6,Marquette,1886.0,-0.2,+8
7,Kansas,1881.0,-0.3,-24
8,Arizona,1874.0,-0.5,+12
9,Saint Mary's,1861.0,-0.2,+24
10,Alabama,1857.0,-0.1,+23
11,Baylor,1855.0,-0.6,+2
12,TCU,1840.0,-0.2,-11
13,Duke,1836.0,-0.0,+15
14,Virginia,1835.0,-0.1,-7
15,Boise State,1833.0,-0.1,-30
16,Memphis,1830.0,-0.0,-16
17,Creighton,1830.0,-0.0,+9
18,Indiana,1830.0,-0.1,-5
19,Texas,1827.0,-0.4,+27
20,Kentucky,1818.0,-0.1,+16
21,Illinois,1816.0,-0.0,-3
22,Providence,1816.0,-0.0,+5
23,Arkansas,1815.0,-0.0,+20
24,Miami (FL),1814.0,-0.0,+26
25,UConn,1814.0,-0.0,+13
26,Texas A&M,1813.0,-0.2,-11
27,UNC,1807.0,-0.0,-31
28,Iowa State,1807.0,-0.0,+21
29,Xavier,1807.0,-0.0,+24
30,San Diego State,1806.0,-0.0,+10
31,USC,1806.0,-0.0,+13
32,Iowa,1805.0,-0.7,+37
33,Auburn,1786.0,-0.0,+2
34,Oklahoma State,1786.0,-0.4,+48
35,Rutgers,1777.0,-0.2,+2
36,Virginia Tech,1771.0,-0.2,+4
37,West Virginia,1767.0,-0.1,+25
38,Maryland,1765.0,-0.0,+44
39,Kansas State,1765.0,-0.5,-24
40,Seton Hall,1753.0,-0.2,+29
41,Michigan State,1749.0,-0.0,-18
42,Florida Atlantic,1748.0,-0.0,-2
43,NC State,1747.0,-0.0,+13
44,Mississippi State,1746.0,-0.4,+24
45,VCU,1736.0,-0.1,+33
46,North Texas,1734.0,-0.0,+15
47,Utah State,1734.0,-0.1,+28
48,Michigan,1732.0,-0.0,+9
49,Florida,1731.0,-0.2,+33
50,Wisconsin,1725.0,,+21
