Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,UConn,2073.0,-5.3,+13
2,South Carolina,1936.0,-0.4,+28
3,Iowa State,1927.0,-0.2,+7
4,Iowa,1923.0,-0.1,+42
5,Auburn,1920.0,-0.1,+15
6,Illinois,1917.0,-0.5,+18
7,USC,1905.0,-0.1,+20
8,Tennessee,1903.0,-0.4,+26
9,Texas,1893.0,-0.7,+10
10,LSU,1875.0,-0.0,+26
11,Stanford,1875.0,-0.0,+71
12,NC State,1874.0,-0.0,-13
13,Notre Dame,1873.0,-0.5,+89
14,Duke,1861.0,-1.3,-38
15,Penn State,1827.0,-0.3,+48
16,UNC,1820.0,-0.1,-1
17,Alabama,1818.0,-0.0,-2
18,Colorado,1817.0,-0.0,-5
19,Ohio State,1816.0,-0.0,-23
20,Oklahoma,1815.0,-0.1,+10
21,Purdue,1812.0,-0.0,-37
22,Michigan State,1811.0,-0.1,-12
23,Oregon,1809.0,-0.1,+39
24,Kansas State,1806.0,-0.1,+20
25,Arizona,1804.0,-0.0,-24
26,Nebraska,1803.0,-0.1,+9
27,Florida,1801.0,-0.0,+29
28,Gonzaga,1800.0,-0.1,-117
29,Kansas,1798.0,-0.2,+33
30,UCLA,1793.0,-0.0,+26
31,Mississippi State,1793.0,-0.0,+9
32,Creighton,1792.0,-0.1,-15
33,Marquette,1790.0,-0.1,-2
34,Kentucky,1788.0,-0.1,+41
35,Baylor,1785.0,-0.1,+11
36,St. John's (NY),1783.0,-0.2,+8
37,Texas A&M,1779.0,-0.5,+21
38,BYU,1766.0,-0.2,+43
39,Texas Tech,1762.0,-0.0,+37
40,Drake,1762.0,-0.2,-8
41,Ole Miss,1758.0,-0.1,+11
42,Utah,1756.0,-0.3,-16
43,Clemson,1749.0,-0.4,+14
44,Washington,1739.0,-0.0,-1
45,Oregon State,1738.0,-0.0,+3
46,Indiana,1737.0,-0.0,-37
47,UNLV,1736.0,-0.3,-40
48,West Virginia,1728.0,-0.0,+45
49,Maryland,1727.0,-0.0,+39
50,Seton Hall,1727.0,,-38
