Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Kansas,1964.0,-0.2,+8
2,Purdue,1958.0,-0.5,+3
3,Gonzaga,1946.0,-0.2,+18
4,Houston,1941.0,-1.2,+16
5,UCLA,1910.0,-0.0,+59
6,UConn,1909.0,-0.4,+17
7,Tennessee,1898.0,-0.1,-12
8,Duke,1895.0,-0.2,+0
9,Arizona,1890.0,-0.7,+15
10,Arkansas,1873.0,-0.9,+7
11,Memphis,1851.0,-0.2,-5
12,Baylor,1847.0,-0.2,+4
13,Texas Tech,1843.0,-0.2,+3
14,Boise State,1837.0,-0.1,+3
15,Iowa,1834.0,-0.2,+2
16,Wisconsin,1829.0,-0.3,+1
17,UNC,1822.0,-0.0,+11
18,Virginia Tech,1821.0,-0.3,+3
19,Miami (FL),1814.0,-0.2,+1
20,Auburn,1810.0,-0.4,-11
21,Kentucky,1800.0,-0.2,-22
22,Marquette,1796.0,-0.1,+12
23,Illinois,1794.0,-0.1,+1
24,Alabama,1792.0,-0.3,-7
25,Texas,1785.0,-0.1,+4
26,Virginia,1783.0,-0.1,-15
27,Oklahoma,1780.0,-0.1,+2
28,Saint Mary's,1777.0,-0.2,-12
29,San Diego State,1773.0,-0.0,+0
30,TCU,1772.0,-0.3,+1
31,Villanova,1765.0,-0.1,+4
32,Ohio State,1763.0,-0.1,-9
33,LSU,1760.0,-0.0,+4
34,Providence,1760.0,-0.0,+14
35,St. John's (NY),1760.0,-0.1,+10
36,Arizona State,1758.0,-0.1,+4
37,Michigan,1756.0,-0.2,+2
38,Oklahoma State,1752.0,-0.1,+17
39,Mississippi State,1749.0,-0.1,+5
40,North Texas,1747.0,-0.4,+23
41,Colorado,1737.0,-0.1,+6
42,Xavier,1735.0,-0.1,+11
43,Indiana,1733.0,-0.2,-8
44,Texas A&M,1727.0,-0.0,-5
45,West Virginia,1727.0,-0.0,+7
46,USC,1726.0,-0.0,+19
47,Rutgers,1725.0,-0.1,+24
48,Iowa State,1723.0,-0.1,+1
49,Maryland,1721.0,-0.1,-36
50,UAB,1718.0,,+11
