Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Duke,2107.0,-2.0,+4
2,UConn,2055.0,-2.5,+23
3,Tennessee,1991.0,-0.3,+5
4,Florida,1984.0,-0.3,+33
5,Maryland,1976.0,-0.2,+32
6,South Carolina,1970.0,-0.4,+5
7,Alabama,1959.0,-0.2,+5
8,Michigan State,1955.0,-0.5,+9
9,Oklahoma,1942.0,-0.2,-4
10,UCLA,1936.0,-0.2,-10
11,Michigan,1930.0,-0.6,+38
12,Louisville,1915.0,-0.2,-28
13,Texas,1909.0,-0.2,+5
14,Auburn,1905.0,-0.3,+25
15,Baylor,1898.0,-0.2,+29
16,UNC,1893.0,-0.2,+16
17,Kentucky,1888.0,-0.1,+17
18,Oregon,1886.0,-0.1,+43
19,Iowa,1884.0,-0.5,+22
20,Indiana,1871.0,-0.1,+10
21,Ole Miss,1868.0,-0.0,+29
22,Illinois,1867.0,-0.1,+32
23,USC,1864.0,-0.1,+14
24,Iowa State,1862.0,-0.1,-8
25,Texas Tech,1860.0,-0.1,+30
26,Gonzaga,1857.0,-0.0,+18
27,St. John's (NY),1857.0,-0.2,-25
28,Mississippi State,1853.0,-0.2,+4
29,TCU,1849.0,-0.4,+3
30,Creighton,1840.0,-0.3,-9
31,Ohio State,1833.0,-0.3,+10
32,Notre Dame,1826.0,-0.0,+13
33,Houston,1826.0,-0.2,+23
34,West Virginia,1822.0,-0.4,+10
35,LSU,1812.0,-0.3,+60
36,Wisconsin,1804.0,-0.2,-13
37,Clemson,1799.0,-0.1,-29
38,BYU,1796.0,-0.1,+26
39,NC State,1793.0,-0.0,+11
40,Florida State,1792.0,-0.0,+52
41,Grand Canyon,1791.0,-0.2,-45
42,Vanderbilt,1787.0,-0.0,-34
43,Arizona,1786.0,-0.1,-16
44,Arkansas,1783.0,-0.0,+50
45,Colorado,1782.0,-0.2,+10
46,Georgia,1778.0,-0.2,-29
47,Villanova,1774.0,-0.2,+6
48,Kansas State,1770.0,-0.3,+17
49,Colorado State,1763.0,-0.1,+10
50,Liberty,1761.0,,-39
