Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,UConn,1991.0,-3.2,+14
2,Houston,1909.0,-0.1,+0
3,Kansas,1906.0,-0.9,+17
4,Iowa,1884.0,-0.5,+27
5,UCLA,1872.0,-0.4,+0
6,Marquette,1863.0,-0.3,+0
7,Texas,1856.0,-0.0,-18
8,Gonzaga,1855.0,-0.2,+0
9,South Carolina,1849.0,-0.4,+9
10,Alabama,1838.0,-0.2,+0
11,Miami (FL),1834.0,-0.1,-35
12,Duke,1831.0,-0.2,+0
13,Michigan State,1826.0,-0.2,+0
14,Virginia Tech,1822.0,-0.0,-1
15,Tennessee,1822.0,-0.2,+0
16,Villanova,1817.0,-0.2,+0
17,Maryland,1813.0,-0.0,-22
18,Ohio State,1812.0,-0.1,-22
19,Memphis,1810.0,-0.0,+0
20,San Diego State,1810.0,-0.2,+15
21,Indiana,1805.0,-0.2,+0
22,Creighton,1800.0,-0.1,-9
23,West Virginia,1798.0,-0.1,+0
24,UNC,1795.0,-0.1,+0
25,LSU,1793.0,-0.3,+62
26,Purdue,1785.0,-0.2,+0
27,Iowa State,1779.0,-0.2,+0
28,Kansas State,1773.0,-0.1,+0
29,Oklahoma,1771.0,-0.0,+0
30,Baylor,1770.0,-0.3,+0
31,Drake,1762.0,-0.7,+0
32,Oregon,1745.0,-0.0,-16
33,Arizona,1745.0,-0.1,+0
34,Mississippi State,1742.0,-0.1,+0
35,Stanford,1740.0,-0.0,+0
36,Wisconsin,1739.0,-0.2,-14
37,Oklahoma State,1735.0,-0.2,+0
38,NC State,1731.0,-0.0,+0
39,Arkansas,1731.0,-0.0,-9
40,St. John's (NY),1730.0,-0.2,+0
41,UNLV,1726.0,-0.2,+0
42,Kentucky,1722.0,-0.0,+0
43,Washington State,1722.0,-0.1,+0
44,Penn State,1719.0,-0.0,+0
45,Nebraska,1719.0,-0.2,+0
46,Texas A&M,1715.0,-0.0,+0
47,Ole Miss,1715.0,-0.0,+0
48,Michigan,1715.0,-0.2,+0
49,Xavier,1711.0,-0.2,+0
50,North Texas,1706.0,,+29
