Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Houston,1969.0,-0.2,+25
2,Texas,1964.0,-0.7,+58
3,UConn,1946.0,-0.3,+44
4,Gonzaga,1938.0,-1.3,-27
5,Marquette,1904.0,-0.1,-18
6,UCLA,1902.0,-0.9,-27
7,Kansas,1879.0,-0.3,-11
8,Iowa,1871.0,-0.2,+2
9,Duke,1867.0,-0.5,+24
10,Memphis,1853.0,-0.4,-26
11,West Virginia,1844.0,-0.0,+3
12,Purdue,1844.0,-0.2,+37
13,Indiana,1839.0,-0.0,+2
14,Iowa State,1838.0,-0.4,+22
15,Villanova,1829.0,-0.4,+3
16,Alabama,1819.0,-0.1,+47
17,Maryland,1817.0,-0.0,-37
18,Virginia Tech,1817.0,-0.5,-46
19,San Diego State,1804.0,-0.0,+7
20,Michigan State,1803.0,-0.2,-28
21,UNC,1799.0,-0.1,+16
22,Washington State,1797.0,-0.2,+25
23,Creighton,1792.0,-0.4,-79
24,Drake,1782.0,-0.1,+25
25,Tennessee,1780.0,-0.1,-64
26,Texas A&M,1777.0,-0.2,+31
27,Baylor,1773.0,-0.1,-22
28,South Carolina,1771.0,-0.1,+7
29,Oklahoma,1768.0,-0.2,-38
30,NC State,1762.0,-0.2,+55
31,Oklahoma State,1756.0,-0.0,+30
32,Ohio State,1755.0,-0.1,-0
33,Arizona,1752.0,-0.0,+35
34,Kansas State,1751.0,-0.1,-16
35,UNLV,1749.0,-0.0,+69
36,Stanford,1749.0,-0.5,+14
37,Toledo,1737.0,-0.0,-11
38,Miami (FL),1737.0,-0.2,-12
39,Michigan,1732.0,-0.2,-7
40,Illinois,1728.0,-0.1,-11
41,Kentucky,1726.0,-0.0,-23
42,USC,1725.0,-0.1,+0
43,St. John's (NY),1722.0,-0.0,+11
44,Oregon,1721.0,-0.1,-14
45,Kent State,1719.0,-0.0,+31
46,Virginia,1718.0,-0.0,+26
47,Wisconsin,1717.0,-0.0,-15
48,Vermont,1716.0,-0.1,+20
49,Mississippi State,1714.0,-0.0,-31
50,Belmont,1714.0,,+21
