Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,South Carolina,2018.0,-0.3,+39
2,UConn,2010.0,-3.9,+20
3,Alabama,1909.0,-0.3,+70
4,Tennessee,1902.0,-0.2,-11
5,Gonzaga,1897.0,-0.0,-17
6,UNC,1896.0,-0.1,-77
7,Iowa,1894.0,-0.3,+8
8,Auburn,1887.0,-0.2,+32
9,Texas,1883.0,-0.3,+19
10,Creighton,1876.0,-0.4,+1
11,Kansas,1865.0,-0.2,+79
12,Marquette,1860.0,-0.1,+10
13,Duke,1858.0,-0.0,-13
14,NC State,1857.0,-0.0,+47
15,Washington State,1856.0,-0.6,-4
16,Baylor,1840.0,-0.0,+8
17,Ole Miss,1840.0,-0.2,+11
18,Colorado,1836.0,-0.0,+9
19,Stanford,1836.0,-0.2,+3
20,Oklahoma,1830.0,-0.3,+12
21,LSU,1823.0,-0.1,+8
22,Michigan State,1820.0,-0.0,+35
23,UCLA,1819.0,-0.3,+36
24,Virginia Tech,1812.0,-0.1,+8
25,Miami (FL),1810.0,-0.2,+44
26,West Virginia,1804.0,-0.0,+16
27,Indiana,1803.0,-0.0,+46
28,Kansas State,1802.0,-0.1,-70
29,Iowa State,1800.0,-0.2,-23
30,UNLV,1794.0,-0.0,+44
31,Penn State,1794.0,-0.0,+93
32,Arizona,1794.0,-0.3,-17
33,Illinois,1787.0,-0.0,+51
34,Ohio State,1786.0,-0.1,+30
35,Utah,1784.0,-0.1,+5
36,Virginia,1782.0,-0.1,+64
37,Houston,1780.0,-0.3,+9
38,Mississippi State,1773.0,-0.2,-22
39,Texas A&M,1768.0,-0.3,-20
40,Nebraska,1760.0,-0.2,+28
41,Florida,1756.0,-0.1,+29
42,Princeton,1753.0,-0.6,-19
43,BYU,1738.0,-0.0,+2
44,Purdue,1737.0,-0.0,-25
45,USC,1736.0,-0.1,+62
46,Notre Dame,1734.0,-0.0,-38
47,TCU,1733.0,-0.1,-4
48,Louisville,1730.0,-0.1,+60
49,Villanova,1728.0,-0.0,+45
50,New Mexico,1728.0,,-16
