Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,South Carolina,2057.0,-1.7,+33
2,UConn,2014.0,-2.1,+17
3,Duke,1961.0,-0.2,+67
4,Gonzaga,1956.0,-0.7,+12
5,Tennessee,1939.0,-0.4,+7
6,Creighton,1928.0,-0.5,-24
7,Auburn,1916.0,-0.1,+29
8,Texas,1913.0,-0.2,+34
9,Iowa State,1908.0,-0.1,+56
10,Ohio State,1906.0,-0.1,+48
11,LSU,1904.0,-0.8,+57
12,UNLV,1883.0,-0.0,+43
13,Kansas,1882.0,-0.1,-17
14,Baylor,1879.0,-0.0,+51
15,Alabama,1879.0,-0.2,+34
16,Iowa,1873.0,-0.4,+72
17,UNC,1862.0,-0.2,-50
18,Arizona,1856.0,-0.4,-27
19,Ole Miss,1846.0,-0.3,+26
20,Oklahoma,1839.0,-0.2,-54
21,UCLA,1835.0,-0.1,-15
22,Marquette,1832.0,-0.1,-18
23,Nebraska,1829.0,-0.0,+0
24,USC,1829.0,-0.1,-1
25,Notre Dame,1826.0,-0.0,+63
26,Indiana,1825.0,-0.4,+19
27,Michigan State,1816.0,-0.1,-3
28,Houston,1814.0,-0.4,+2
29,Washington State,1805.0,-0.2,+57
30,Purdue,1801.0,-0.2,+28
31,Colorado,1796.0,-0.3,-18
32,Syracuse,1788.0,-0.0,+43
33,BYU,1787.0,-0.0,+58
34,Kansas State,1786.0,-0.0,-9
35,Virginia Tech,1786.0,-0.0,-2
36,Princeton,1786.0,-0.1,+4
37,Utah,1784.0,-0.2,+82
38,Virginia,1778.0,-0.0,-27
39,NC State,1777.0,-0.2,-40
40,Villanova,1772.0,-0.0,+15
41,Illinois,1771.0,-0.0,-33
42,Kentucky,1771.0,-0.1,-38
43,Washington,1768.0,-0.6,+80
44,Richmond,1752.0,-0.0,+48
45,St. John's (NY),1752.0,-0.0,+110
46,Drake,1751.0,-0.2,+20
47,Mississippi State,1747.0,-0.1,-64
48,TCU,1744.0,-0.1,-47
49,Texas A&M,1742.0,-0.2,-12
50,Florida,1738.0,,-62
