Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,UConn,1986.0,-0.5,+77
2,South Carolina,1974.0,-1.6,+20
3,Baylor,1934.0,-0.7,+55
4,Kansas State,1916.0,-0.7,+49
5,Texas,1897.0,-0.0,-13
6,UNC,1896.0,-0.0,+55
7,NC State,1896.0,-0.6,+38
8,Arizona,1881.0,-0.4,+56
9,Gonzaga,1871.0,-0.3,+10
10,Tennessee,1863.0,-0.2,+99
11,Auburn,1858.0,-0.5,+9
12,Purdue,1845.0,-0.1,+35
13,Indiana,1842.0,-0.1,+16
14,Ohio State,1840.0,-0.3,-8
15,LSU,1832.0,-0.2,+40
16,Marquette,1828.0,-0.5,-69
17,Iowa State,1814.0,-0.0,+7
18,Iowa,1813.0,-0.1,-11
19,Michigan State,1811.0,-0.0,+15
20,Duke,1810.0,-0.1,-3
21,Creighton,1808.0,-0.1,-3
22,Nebraska,1805.0,-0.2,+20
23,Oklahoma,1801.0,-0.0,+75
24,Alabama,1801.0,-0.0,-13
25,Princeton,1800.0,-0.2,+24
26,Ole Miss,1795.0,-0.0,-14
27,Colorado,1795.0,-0.2,-76
28,Maryland,1791.0,-0.0,-28
29,UNLV,1791.0,-0.2,-19
30,Stanford,1787.0,-0.0,+39
31,Mississippi State,1786.0,-0.0,-30
32,UCLA,1785.0,-0.1,-31
33,Kansas,1782.0,-0.0,-34
34,Texas Tech,1782.0,-0.2,+57
35,Villanova,1777.0,-0.1,-22
36,San Diego State,1774.0,-0.2,-18
37,Houston,1768.0,-0.1,+1
38,Utah,1765.0,-0.3,-46
39,Drake,1758.0,-0.1,+33
40,Texas A&M,1755.0,-0.0,-38
41,Wisconsin,1755.0,-0.2,+66
42,Miami (FL),1751.0,-0.1,-45
43,Washington State,1749.0,-0.1,-34
44,Georgia,1747.0,-0.0,+28
45,Syracuse,1746.0,-0.1,-42
46,Kentucky,1743.0,-0.0,+42
47,USC,1743.0,-0.2,+64
48,Virginia Tech,1737.0,-0.0,+42
49,Clemson,1737.0,-0.3,-49
50,St. John's (NY),1729.0,,+93
