Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,UConn,2045.0,-3.2,+28
2,Kansas State,1962.0,-0.6,+27
3,UNC,1947.0,-0.8,+27
4,South Carolina,1927.0,-0.9,-1
5,Texas,1904.0,-0.3,+23
6,Tennessee,1897.0,-0.2,+23
7,Iowa,1893.0,-0.2,-15
8,Gonzaga,1888.0,-0.2,+22
9,Auburn,1882.0,-0.7,+31
10,LSU,1865.0,-0.1,+17
11,Utah,1863.0,-0.2,+51
12,Colorado,1859.0,-0.1,+39
13,Baylor,1857.0,-0.5,-15
14,Creighton,1844.0,-0.0,+2
15,Arizona,1844.0,-0.2,-3
16,Duke,1838.0,-0.1,+1
17,Ohio State,1836.0,-0.1,+12
18,West Virginia,1834.0,-0.1,+88
19,Marquette,1831.0,-0.1,+13
20,Stanford,1828.0,-0.0,+6
21,Princeton,1827.0,-0.3,+17
22,NC State,1819.0,-0.1,-66
23,Texas A&M,1817.0,-0.2,+44
24,Oklahoma,1812.0,-0.3,+37
25,Syracuse,1804.0,-0.0,+43
26,Iowa State,1804.0,-0.1,-69
27,Purdue,1802.0,-0.2,+12
28,Washington State,1797.0,-0.0,+22
29,Alabama,1796.0,-0.1,-111
30,Kansas,1793.0,-0.1,-53
31,Maryland,1790.0,-0.0,+21
32,Villanova,1790.0,-0.4,-11
33,Mississippi State,1781.0,-0.1,-10
34,UNLV,1778.0,-0.0,-16
35,Nebraska,1778.0,-0.2,-19
36,Richmond,1774.0,-0.2,+53
37,Drake,1768.0,-0.0,+28
38,Florida State,1767.0,-0.2,-25
39,Indiana,1763.0,-0.2,-44
40,UCLA,1759.0,-0.0,+21
41,Ole Miss,1758.0,-0.1,-70
42,Notre Dame,1755.0,-0.2,+16
43,Houston,1749.0,-0.1,-34
44,Virginia Tech,1747.0,-0.4,-41
45,Michigan State,1738.0,-0.0,-11
46,Miami (FL),1738.0,-0.0,+2
47,Illinois,1737.0,-0.1,+40
48,Minnesota,1735.0,-0.2,+0
49,Arkansas,1731.0,-0.1,+62
50,Texas Tech,1728.0,,-26
