Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Duke,2103.0,-2.8,+26
2,UConn,2032.0,-1.8,-11
3,Tennessee,1986.0,-0.8,+30
4,South Carolina,1966.0,-0.5,-5
5,Alabama,1953.0,-0.1,-17
6,Florida,1951.0,-0.2,+64
7,Michigan State,1946.0,-0.0,+18
8,UCLA,1946.0,-0.0,-55
9,Oklahoma,1946.0,-0.1,-2
10,Maryland,1944.0,-0.0,+15
11,Louisville,1943.0,-1.5,-2
12,Texas,1904.0,-0.5,-29
13,Michigan,1891.0,-0.3,+4
14,St. John's (NY),1883.0,-0.1,+62
15,Auburn,1880.0,-0.1,+3
16,UNC,1877.0,-0.2,+35
17,Kentucky,1871.0,-0.0,-19
18,Iowa State,1870.0,-0.0,-7
19,Baylor,1869.0,-0.3,-12
20,Iowa,1862.0,-0.0,+4
21,Indiana,1861.0,-0.5,-31
22,Creighton,1849.0,-0.0,+18
23,Mississippi State,1849.0,-0.0,-7
24,USC,1849.0,-0.1,-27
25,TCU,1847.0,-0.2,+2
26,Oregon,1843.0,-0.2,+29
27,Ole Miss,1839.0,-0.0,-6
28,Gonzaga,1838.0,-0.1,-3
29,Grand Canyon,1836.0,-0.0,+32
30,Illinois,1835.0,-0.2,+3
31,Texas Tech,1830.0,-0.1,-7
32,Clemson,1828.0,-0.2,-1
33,Ohio State,1824.0,-0.1,-15
34,Vanderbilt,1821.0,-0.2,-13
35,Wisconsin,1817.0,-0.2,+101
36,Notre Dame,1813.0,-0.0,-29
37,West Virginia,1812.0,-0.2,-21
38,Georgia,1807.0,-0.2,-9
39,Houston,1803.0,-0.1,+90
40,George Mason,1801.0,-0.0,+39
41,Arizona,1801.0,-0.1,+18
42,Liberty,1799.0,-0.7,+38
43,NC State,1782.0,-0.4,-6
44,San Diego State,1773.0,-0.0,-4
45,Missouri,1773.0,-0.0,+20
46,Colorado,1772.0,-0.1,+9
47,BYU,1770.0,-0.1,-22
48,Villanova,1768.0,-0.6,-5
49,Kansas State,1753.0,-0.0,-11
50,Marquette,1753.0,,-16
