Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Duke,2077.0,-1.3,+39
2,UConn,2043.0,-1.6,+50
3,UCLA,2001.0,-1.2,+73
4,Alabama,1971.0,-0.0,-42
5,South Carolina,1970.0,-0.5,+61
6,Tennessee,1956.0,-0.3,-31
7,Oklahoma,1948.0,-0.1,+46
8,Louisville,1945.0,-0.5,-36
9,Texas,1933.0,-0.2,+49
10,Maryland,1929.0,-0.0,-32
11,Michigan State,1929.0,-1.4,-18
12,Indiana,1892.0,-0.1,+42
13,Kentucky,1890.0,-0.1,-22
14,Florida,1887.0,-0.0,+14
15,Michigan,1887.0,-0.2,+19
16,Baylor,1881.0,-0.2,-10
17,Auburn,1877.0,-0.0,-56
18,Iowa State,1877.0,-0.0,+36
19,USC,1876.0,-0.7,+42
20,Iowa,1858.0,-0.1,+88
21,Mississippi State,1856.0,-0.4,+4
22,Ole Miss,1845.0,-0.0,+9
23,TCU,1844.0,-0.1,-27
24,UNC,1842.0,-0.0,-52
25,Notre Dame,1842.0,-0.0,+70
26,Gonzaga,1841.0,-0.1,+0
27,Ohio State,1839.0,-0.1,-47
28,Texas Tech,1836.0,-0.1,+43
29,West Virginia,1834.0,-0.0,+10
30,Illinois,1833.0,-0.0,+10
31,Vanderbilt,1833.0,-0.1,+33
32,Creighton,1831.0,-0.1,+34
33,Clemson,1829.0,-0.4,+22
34,St. John's (NY),1820.0,-0.2,-24
35,Georgia,1816.0,-0.1,+46
36,Oregon,1813.0,-0.3,-56
37,Grand Canyon,1805.0,-0.5,-15
38,BYU,1792.0,-0.2,-11
39,NC State,1788.0,-0.1,+49
40,North Texas,1785.0,-0.1,+2
41,Arizona,1783.0,-0.1,-41
42,LSU,1780.0,-0.1,-46
43,San Diego State,1778.0,-0.2,+10
44,Villanova,1773.0,-0.2,-5
45,Marquette,1769.0,-0.0,-57
46,Nebraska,1768.0,-0.1,+68
47,Kansas State,1765.0,-0.1,-11
48,Colorado,1763.0,-0.0,+59
49,George Mason,1763.0,-0.1,+56
50,Liberty,1761.0,,+36
