Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,South Carolina,1956.0,-0.5,-4
2,Tennessee,1943.0,-0.2,+5
3,Texas,1939.0,-0.2,+23
4,Auburn,1934.0,-0.2,+48
5,Iowa,1930.0,-0.6,+39
6,UConn,1914.0,-0.0,-159
7,Duke,1914.0,-0.8,+18
8,LSU,1894.0,-0.4,+43
9,UCLA,1885.0,-0.2,+56
10,Kentucky,1881.0,-0.0,+72
11,Alabama,1880.0,-0.4,+23
12,Florida State,1870.0,-0.2,+91
13,Illinois,1866.0,-0.0,-31
14,Oklahoma,1866.0,-0.4,+9
15,Iowa State,1856.0,-0.1,-11
16,UNC,1854.0,-0.2,+20
17,Ohio State,1850.0,-0.1,+12
18,Michigan State,1848.0,-0.0,+27
19,Kansas,1848.0,-0.2,+58
20,Marquette,1844.0,-0.4,+10
21,Penn State,1835.0,-0.1,-21
22,Mississippi State,1833.0,-0.6,+6
23,Oregon,1817.0,-0.3,-34
24,Texas Tech,1810.0,-0.0,+39
25,West Virginia,1809.0,-0.0,+65
26,Ole Miss,1808.0,-0.0,+32
27,Kansas State,1807.0,-0.1,-19
28,Baylor,1805.0,-0.2,-2
29,St. John's (NY),1801.0,-0.0,-27
30,Nebraska,1800.0,-0.2,+9
31,Utah,1794.0,-0.0,+24
32,Michigan,1794.0,-0.4,+77
33,California,1784.0,-0.0,+11
34,NC State,1783.0,-0.1,-82
35,Wisconsin,1781.0,-0.0,+20
36,Creighton,1780.0,-0.1,-9
37,Vanderbilt,1778.0,-0.0,-13
38,Maryland,1777.0,-0.1,+34
39,Purdue,1774.0,-0.1,-21
40,Colorado,1771.0,-0.0,-64
41,Louisville,1771.0,-0.3,+101
42,Stanford,1764.0,-0.2,-87
43,USC,1760.0,-0.3,-87
44,San Diego State,1752.0,-0.0,+48
45,BYU,1751.0,-0.1,+15
46,Clemson,1749.0,-0.1,+43
47,Gonzaga,1747.0,-0.2,-87
48,Florida,1743.0,-0.7,-15
49,TCU,1726.0,-0.0,+6
50,Drake,1725.0,,-50
