Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,South Carolina,2005.0,-0.2,+7
2,Tennessee,2000.0,-0.6,+13
3,Auburn,1985.0,-0.8,+13
4,UConn,1964.0,-0.8,+36
5,Alabama,1943.0,-0.5,+40
6,UCLA,1930.0,-0.2,+10
7,Oklahoma,1924.0,-0.3,+24
8,Texas,1917.0,-0.6,+14
9,Michigan State,1901.0,-0.1,-5
10,LSU,1899.0,-0.0,+19
11,Iowa,1899.0,-0.2,+9
12,Duke,1894.0,-0.2,-38
13,UNC,1890.0,-0.2,+9
14,Ohio State,1885.0,-0.8,+67
15,Baylor,1864.0,-0.2,+35
16,USC,1860.0,-0.0,+38
17,Oregon,1859.0,-0.3,+53
18,Mississippi State,1852.0,-0.2,+10
19,Kentucky,1847.0,-0.0,-30
20,Vanderbilt,1847.0,-0.2,+20
21,Maryland,1843.0,-0.2,+21
22,NC State,1839.0,-0.0,+38
23,Illinois,1838.0,-0.1,+9
24,Ole Miss,1836.0,-0.0,+10
25,Colorado,1835.0,-0.0,+19
26,St. John's (NY),1834.0,-0.0,-33
27,West Virginia,1833.0,-0.1,-6
28,Iowa State,1831.0,-0.7,-59
29,Florida,1814.0,-0.0,-1
30,Texas Tech,1813.0,-0.0,+34
31,Florida State,1813.0,-0.1,-19
32,Notre Dame,1811.0,-0.3,+3
33,Utah,1803.0,-0.0,+3
34,Kansas,1802.0,-0.0,-22
35,Michigan,1801.0,-0.0,-13
36,Marquette,1800.0,-0.1,-13
37,TCU,1797.0,-0.2,+71
38,Nebraska,1793.0,-0.3,-27
39,Penn State,1786.0,-0.2,-4
40,Indiana,1782.0,-0.4,+10
41,Creighton,1771.0,-0.0,-64
42,Wisconsin,1771.0,-0.3,+6
43,San Diego State,1764.0,-0.0,-3
44,Drake,1763.0,-0.4,+31
45,Kansas State,1754.0,-0.1,-90
46,Texas A&M,1752.0,-0.0,+5
47,Georgia Tech,1751.0,-0.0,+38
48,Clemson,1751.0,-0.1,+19
49,SMU,1749.0,-0.2,+42
50,BYU,1744.0,,-11
