Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Kansas,1987.0,-1.2,+20
2,Gonzaga,1955.0,-0.3,+8
3,Houston,1948.0,-0.1,+4
4,Purdue,1945.0,-0.6,-14
5,UCLA,1930.0,-0.3,+18
6,Tennessee,1922.0,-2.2,+24
7,UConn,1865.0,-0.5,-15
8,Boise State,1852.0,-0.2,+15
9,Arkansas,1848.0,-0.3,-24
10,Marquette,1840.0,-0.1,+23
11,Arizona,1838.0,-0.2,-68
12,Duke,1832.0,-0.1,-65
13,Alabama,1829.0,-0.1,+37
14,Providence,1827.0,-0.2,+41
15,Memphis,1822.0,-0.1,-30
16,UNC,1820.0,-0.4,+16
17,Wisconsin,1810.0,-0.5,-19
18,Miami (FL),1798.0,-0.0,-33
19,San Diego State,1798.0,-0.0,+8
20,Saint Mary's,1797.0,-0.1,+7
21,Texas Tech,1795.0,-0.2,-34
22,Auburn,1791.0,-0.1,-19
23,Xavier,1789.0,-0.1,+24
24,Baylor,1787.0,-0.0,-29
25,Virginia,1787.0,-0.0,-10
26,Iowa State,1786.0,-0.0,+32
27,TCU,1785.0,-0.1,-2
28,Kentucky,1783.0,-0.0,-21
29,Texas,1782.0,-0.0,-15
30,Iowa,1782.0,-0.1,-7
31,Illinois,1779.0,-0.0,-16
32,Ohio State,1779.0,-0.1,+14
33,Oklahoma,1776.0,-0.4,+8
34,Rutgers,1766.0,-0.2,+35
35,Texas A&M,1762.0,-0.0,+30
36,Kansas State,1761.0,-0.0,+60
37,Virginia Tech,1761.0,-0.4,-46
38,Michigan State,1752.0,-0.1,+27
39,Arizona State,1749.0,-0.1,+6
40,Michigan,1747.0,-0.1,+36
41,North Texas,1745.0,-0.2,+20
42,Mississippi State,1741.0,-0.2,-8
43,Colorado,1736.0,-0.0,+27
44,Villanova,1735.0,-0.0,-19
45,Creighton,1735.0,-0.0,+13
46,LSU,1735.0,-0.2,-25
47,Oklahoma State,1731.0,-0.0,-18
48,Indiana,1730.0,-0.2,-6
49,Clemson,1724.0,-0.1,+30
50,USC,1721.0,,-31
