Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,South Carolina,1946.0,-1.1,+9
2,Texas,1919.0,-0.4,+3
3,UConn,1908.0,-0.5,-52
4,Gonzaga,1896.0,-0.4,+44
5,Marquette,1886.0,-0.2,-59
6,Ohio State,1881.0,-0.4,+8
7,Kansas,1871.0,-0.5,+27
8,Baylor,1859.0,-0.0,-0
9,NC State,1858.0,-0.5,+13
10,Kansas State,1845.0,-0.2,-25
11,Colorado,1841.0,-0.1,+7
12,UNC,1839.0,-0.0,+41
13,Auburn,1838.0,-0.6,+41
14,Indiana,1823.0,-0.1,+27
15,Washington State,1820.0,-0.1,+59
16,Maryland,1818.0,-0.0,+54
17,UCLA,1817.0,-0.1,-68
18,Mississippi State,1815.0,-0.2,+64
19,Arizona,1811.0,-0.0,+6
20,Creighton,1810.0,-0.0,+11
21,Duke,1810.0,-0.1,+50
22,Ole Miss,1807.0,-0.3,+18
23,UNLV,1799.0,-0.2,+8
24,Utah,1794.0,-0.0,+13
25,Iowa State,1794.0,-0.1,+19
26,Alabama,1791.0,-0.0,-6
27,Texas A&M,1790.0,-0.0,+9
28,Iowa,1790.0,-0.0,+11
29,Miami (FL),1789.0,-0.2,+4
30,Villanova,1785.0,-0.0,+35
31,LSU,1785.0,-0.0,+11
32,Nebraska,1785.0,-0.2,+19
33,Houston,1781.0,-0.1,-53
34,Syracuse,1778.0,-0.0,+32
35,Clemson,1777.0,-0.1,+22
36,Michigan State,1774.0,-0.4,+42
37,Tennessee,1764.0,-0.1,+14
38,Purdue,1761.0,-0.0,-51
39,Princeton,1760.0,-0.1,+0
40,Washington,1757.0,-0.2,-16
41,Virginia Tech,1753.0,-0.2,+29
42,Virginia,1749.0,-0.0,-43
43,Stanford,1748.0,-0.0,-18
44,San Diego State,1747.0,-0.1,+87
45,Minnesota,1744.0,-0.0,+17
46,TCU,1743.0,-0.0,-20
47,USC,1742.0,-0.0,+7
48,BYU,1741.0,-0.0,+2
49,Davidson,1740.0,-0.1,+30
50,Memphis,1737.0,,+34
