North Carolina Central,+5,Appalachian State,20221110,160454
Charleston Southern,+26,Ohio State,20221110,160454
Western Carolina,+20.5,Maryland,20221110,160454
Towson,+2,Massachusetts,20221110,160454
Loyola Maryland,+17,Penn State,20221110,160454
Presbyterian,+3,The Citadel,20221110,160454
Colgate,-6,Brown,20221110,160454
Western Kentucky,-8,Eastern Kentucky,20221110,160454
UMass Lowell,-8,Columbia,20221110,160454
Quinnipiac,-11.5,Stonehill,20221110,160454
Gardner-Webb,+5.5,SFA,20221110,160454
Central Michigan,+18,Marquette,20221110,160454
Omaha,+17.5,Nebraska,20221110,160454
North Dakota State,+24,Kansas,20221110,160454
Cleveland State,+22,Cincinnati,20221110,160454
Southern Illinois,+8.5,Oklahoma State,20221110,160454
Texas Southern,+19.5,Texas Tech,20221110,160454
Illinois State,-10,Eastern Illinois,20221110,160454
North Alabama,+1,Alabama A&M,20221110,160454
Bethune-Cookman,+32,Indiana,20221110,160454
North Dakota,+30.5,Creighton,20221110,160454
Northern Arizona,+15.5,Arizona State,20221110,160454
Houston Christian,+37,Texas,20221110,160454
Cal Poly,+15,San Francisco,20221110,160454
UC Riverside,+6.5,LMU,20221110,160454
Vermont,+8,Saint Marys,20221110,160454
Georgia Southern,+13,Santa Clara,20221110,160454
Nicholls State,+15.5,Wyoming,20221110,160454
Alabama State,+25,USC,20221110,160454
