Maryland,-4.5,Penn State,20250301,160443
UConn,-7.5,Providence,20250301,160443
Butler,+7.5,Villanova,20250301,160443
Miami FL,+16.5,North Carolina,20250301,160443
Saint Josephs,-8.5,Fordham,20250301,160443
American,+3.5,Colgate,20250301,160443
Auburn,-5.5,Kentucky,20250301,160443
Arkansas,+1,South Carolina,20250301,160443
Miami OH,+6.5,Ohio,20250301,160443
ETSU,-11.5,The Citadel,20250301,160443
Chicago State,+9.5,Saint Francis PA,20250301,160443
Binghamton,+8.5,UMass Lowell,20250301,160443
Vermont,-6.5,UMBC,20250301,160443
Lehigh,+3.5,Army,20250301,160443
Youngstown State,+2.5,Northern Kentucky,20250301,160443
Lafayette,+2.5,Boston University,20250301,160443
Texas Tech,+4.5,Kansas,20250301,160443
Oklahoma,+7.5,Ole Miss,20250301,160443
Minnesota,+7.5,Nebraska,20250301,160443
Air Force,+21.5,New Mexico,20250301,160443
North Carolina A&T,+10.5,Hofstra,20250301,160443
Monmouth,+5.5,Drexel,20250301,160443
Furman,+3.5,Wofford,20250301,160443
Jacksonville State,-3.5,FIU,20250301,160443
Tulane,-2.5,Tulsa,20250301,160443
Ball State,+1.5,Bowling Green,20250301,160443
Albany NY,-6.5,NJIT,20250301,160443
Bucknell,-4.5,Holy Cross,20250301,160443
Bryant,-1.5,Maine,20250301,160443
Gardner-Webb,+3.5,Presbyterian,20250301,160443
Oral Roberts,+10.5,Omaha,20250301,160443
Seton Hall,+19.5,Saint Johns,20250301,160443
Wright State,-4.5,IU Indianapolis,20250301,160443
NC State,+3.5,Georgia Tech,20250301,160443
South Dakota State,-7.5,Denver,20250301,160443
Abilene Christian,+4.5,UT Arlington,20250301,160443
Incarnate Word,-3.5,East Texas A&M,20250301,160443
LSU,+11.5,Mississippi State,20250301,160443
Alabama A&M,+7.5,Alabama State,20250301,160443
Alabama,+3.5,Tennessee,20250301,160443
USC,+7.5,Oregon,20250301,160443
Detroit Mercy,+17.5,Milwaukee,20250301,160443
Southern Utah,+13.5,Utah Valley,20250301,160443
Utah State,+2.5,Colorado State,20250301,160443
UCF,+3.5,TCU,20250301,160443
Coppin State,+9.5,Delaware State,20250301,160443
Loyola Chicago,+2.5,Saint Louis,20250301,160443
Samford,+1,UNC Greensboro,20250301,160443
Purdue Fort Wayne,+2.5,Cleveland State,20250301,160443
Middle Tennessee,+1.5,UTEP,20250301,160443
Montana State,-6.5,Sacramento State,20250301,160443
Lindenwood,+4.5,Tennessee Tech,20250301,160443
UNC Asheville,+4.5,Winthrop,20250301,160443
Howard,+3.5,NC Central,20250301,160443
Loyola Maryland,+4.5,Navy,20250301,160443
Prairie View,+10.5,Alcorn,20250301,160443
LIU,+1,Fairleigh Dickinson,20250301,160443
Texas Southern,+3.5,Jackson State,20250301,160443
Morgan State,-3.5,MD Eastern Shore,20250301,160443
Brown,+1.5,Dartmouth,20250301,160443
Yale,-10.5,Harvard,20250301,160443
Cincinnati,+13.5,Houston,20250301,160443
Creighton,+2.5,Xavier,20250301,160443
Southern Indiana,+7.5,Tennessee State,20250301,160443
Western Carolina,+8.5,Mercer,20250301,160443
SE Missouri State,-5.5,Eastern Illinois,20250301,160443
Toledo,-7.5,Buffalo,20250301,160443
Little Rock,+2.5,SIU Edwardsville,20250301,160443
Le Moyne,+5.5,Stonehill,20250301,160443
Morehead State,+4.5,UT Martin,20250301,160443
Houston Christian,+3.5,Northwestern State,20250301,160443
Western Michigan,-4.5,Northern Illinois,20250301,160443
SMU,-1,Stanford,20250301,160443
North Dakota,+4.5,South Dakota,20250301,160443
Montana,+3.5,Portland State,20250301,160443
CSU Bakersfield,+3.5,Cal Poly,20250301,160443
Idaho State,-3.5,Eastern Washington,20250301,160443
Weber State,+5.5,Idaho,20250301,160443
Notre Dame,+9.5,Wake Forest,20250301,160443
New Orleans,+10.5,UT Rio Grande Valley,20250301,160443
Louisiana Tech,+2.5,Sam Houston,20250301,160443
Southern University,-2.5,Bethune-Cookman,20250301,160443
SE Louisiana,+2.5,A&M-Corpus Christi,20250301,160443
Missouri,-2.5,Vanderbilt,20250301,160443
Pittsburgh,+10.5,Louisville,20250301,160443
