Albany NY,+3,Dartmouth,20241113,160527
Louisiana Tech,-1,UMass,20241113,160527
Wagner,+26.5,Saint Johns,20241113,160527
Southern Indiana,+4.5,Bellarmine,20241113,160527
Montana,+26,Tennessee,20241113,160527
Ball State,+16.5,Dayton,20241113,160527
Coastal Carolina,+18,NC State,20241113,160527
Le Moyne,+38,UConn,20241113,160527
Wright State,+7.5,Toledo,20241113,160527
Harvard,+2,Northeastern,20241113,160527
USC Upstate,+30,Wake Forest,20241113,160527
Georgia State,+5.5,Jacksonville State,20241113,160527
Mount Saint Marys,+6,Bucknell,20241113,160527
Saint Bonaventure,-2,Florida Gulf Coast,20241113,160527
Wofford,-3.5,Presbyterian,20241113,160527
Canisius,-1,Mercyhurst,20241113,160527
Howard,-3,Tennessee State,20241113,160527
Evansville,+10,Middle Tennessee,20241113,160527
Southern University,-3.5,East Texas A&M,20241113,160527
Troy,+13,Arkansas,20241113,160527
Kent State,+22,Auburn,20241113,160527
Louisiana,+30.5,Houston,20241113,160527
California,+8,Vanderbilt,20241113,160527
Hofstra,+5,Seton Hall,20241113,160527
North Texas,+2.5,Minnesota,20241113,160527
Wyoming,+21.5,Texas Tech,20241113,160527
Oral Roberts,+10.5,Tulsa,20241113,160527
Fairleigh Dickinson,+28,Nebraska,20241113,160527
Green Bay,+3,Western Illinois,20241113,160527
Cal State Fullerton,+16,Colorado,20241113,160527
Oakland,+23.5,Illinois,20241113,160527
Houston Christian,+36.5,Creighton,20241113,160527
Queens NC,+31.5,BYU,20241113,160527
Weber State,+17,Nevada,20241113,160527
North Dakota State,+16,Santa Clara,20241113,160527
Long Beach State,+15.5,San Francisco,20241113,160527
Fresno State,+13,UC Santa Barbara,20241113,160527
UT Arlington,+16.5,USC,20241113,160527
