SMU,-3,NC State,20250125,160436
Campbell,+7.5,Hofstra,20250125,160436
North Carolina A&T,+2,Stony Brook,20250125,160436
Pittsburgh,-8,Syracuse,20250125,160436
Georgetown,+1,Providence,20250125,160436
Howard,+12,Norfolk State,20250125,160436
Mississippi State,-7.5,South Carolina,20250125,160436
Marist,-8.5,Canisius,20250125,160436
Detroit Mercy,+13.5,Wright State,20250125,160436
UMBC,+5.5,Vermont,20250125,160436
UNC Greensboro,-7.5,VMI,20250125,160436
South Florida,+5.5,East Carolina,20250125,160436
Northern Iowa,-4.5,Indiana State,20250125,160436
Siena,+5,Iona,20250125,160436
Bucknell,+1,Boston University,20250125,160436
Jacksonville,-1,Queens NC,20250125,160436
Western Carolina,+2,The Citadel,20250125,160436
Michigan State,-7,Rutgers,20250125,160436
Seton Hall,+14.5,Creighton,20250125,160436
Iowa State,-10,Arizona State,20250125,160436
Harvard,+13,Yale,20250125,160436
Monmouth,+8.5,William & Mary,20250125,160436
Rider,+11.5,Quinnipiac,20250125,160436
Miami OH,+8,Akron,20250125,160436
Winthrop,+9.5,High Point,20250125,160436
New Hampshire,+15.5,UMass Lowell,20250125,160436
Binghamton,+15,Bryant,20250125,160436
Purdue Fort Wayne,-8,IU Indianapolis,20250125,160436
Cornell,+4.5,Princeton,20250125,160436
Lipscomb,-12.5,Central Arkansas,20250125,160436
Buffalo,+5.5,Eastern Michigan,20250125,160436
Saint Louis,-1,George Washington,20250125,160436
North Florida,-7.5,West Georgia,20250125,160436
Oakland,+1,Robert Morris,20250125,160436
Delaware,+5,Drexel,20250125,160436
Dartmouth,+4,Brown,20250125,160436
Columbia,-4.5,Pennsylvania,20250125,160436
Rhode Island,-1,La Salle,20250125,160436
Sacred Heart,+1.5,Niagara,20250125,160436
Holy Cross,+2.5,Loyola Maryland,20250125,160436
Boston College,+19,North Carolina,20250125,160436
Kentucky,-2.5,Vanderbilt,20250125,160436
Texas A&M,+1,Texas,20250125,160436
Tulane,+1,Rice,20250125,160436
Colorado,+14,Arizona,20250125,160436
Green Bay,+14.5,Cleveland State,20250125,160436
New Mexico,-3.5,UNLV,20250125,160436
Texas State,+9.5,Arkansas State,20250125,160436
USC Upstate,+11,Longwood,20250125,160436
Appalachian State,-11.5,ULM,20250125,160436
Marshall,-1.5,Georgia Southern,20250125,160436
Northern Arizona,+3,Idaho,20250125,160436
Stetson,+1,Bellarmine,20250125,160436
Georgia,+11,Florida,20250125,160436
UNC Asheville,-3,Charleston Southern,20250125,160436
Western Kentucky,+3.5,Sam Houston,20250125,160436
Oregon,-4.5,Minnesota,20250125,160436
Drake,-8.5,Missouri State,20250125,160436
Utah State,-15,Air Force,20250125,160436
TCU,+4.5,UCF,20250125,160436
James Madison,-7.5,Georgia State,20250125,160436
NJIT,+12,Albany NY,20250125,160436
Evansville,+7,Valparaiso,20250125,160436
Coppin State,+9.5,Morgan State,20250125,160436
Prairie View,+7.5,Alabama State,20250125,160436
Belmont,+4,Murray State,20250125,160436
Colgate,-2,American,20250125,160436
Temple,-2,UTSA,20250125,160436
Manhattan,+2.5,Mount Saint Marys,20250125,160436
Florida A&M,+4,Alcorn,20250125,160436
Chattanooga,+4,ETSU,20250125,160436
Bethune-Cookman,+2.5,Jackson State,20250125,160436
South Carolina State,+1.5,NC Central,20250125,160436
UT Arlington,+1.5,Abilene Christian,20250125,160436
Weber State,-3,Sacramento State,20250125,160436
Delaware State,-3.5,MD Eastern Shore,20250125,160436
Florida Gulf Coast,-2.5,Eastern Kentucky,20250125,160436
Duke,-10.5,Wake Forest,20250125,160436
Baylor,-2.5,Utah,20250125,160436
Little Rock,-2.5,Lindenwood,20250125,160436
Nicholls State,+5,A&M-Corpus Christi,20250125,160436
Furman,-2,Mercer,20250125,160436
Tennessee Tech,+6,UT Martin,20250125,160436
Incarnate Word,+4,SE Louisiana,20250125,160436
Radford,-2.5,Presbyterian,20250125,160436
Clemson,-9,Virginia Tech,20250125,160436
Long Beach State,+6.5,Cal Poly,20250125,160436
