Oregon,+6.5,Michigan State,20250314,160531
Ole Miss,+12.5,Auburn,20250314,160531
Wichita State,+8.5,Memphis,20250314,160531
Saint Louis,+1.5,Loyola Chicago,20250314,160531
Grambling,+2.5,Alabama State,20250314,160531
Wisconsin,-1.5,UCLA,20250314,160531
Middle Tennessee,+1.5,Jacksonville State,20250314,160531
Texas,+10.5,Tennessee,20250314,160531
Florida Atlantic,-3.5,Tulane,20250314,160531
Toledo,+8.5,Akron,20250314,160531
Iona,+4.5,Quinnipiac,20250314,160531
Marquette,+3.5,St. Johns,20250314,160531
Illinois,+1,Maryland,20250314,160531
North Carolina,+6.5,Duke,20250314,160531
BYU,+6.5,Houston,20250314,160531
Missouri,+9.5,Florida,20250314,160531
Tulsa,+13.5,North Texas,20250314,160531
Saint Josephs,+1.5,Dayton,20250314,160531
Kent State,-3.5,Miami OH,20250314,160531
Mount Saint Marys,+8.5,Merrimack,20250314,160531
NC Central,+7.5,South Carolina State,20250314,160531
Bethune-Cookman,+3.5,Jackson State,20250314,160531
UConn,-4.5,Creighton,20250314,160531
Purdue,-2.5,Michigan,20250314,160531
UC Santa Barbara,+11.5,UC San Diego,20250314,160531
Seattle,+3.5,Utah Valley,20250314,160531
Kentucky,+7.5,Alabama,20250314,160531
Clemson,-1.5,Louisville,20250314,160531
Arizona,+1.5,Texas Tech,20250314,160531
Boise State,+1.5,New Mexico,20250314,160531
East Carolina,+5.5,UAB,20250314,160531
Cal Poly,+10.5,UC Irvine,20250314,160531
California Baptist,+7.5,Grand Canyon,20250314,160531
Utah State,-1,Colorado State,20250314,160531
