Southern University,+15.5,Louisiana Tech,20241130,160452
Colgate,+6.5,Sam Houston,20241130,160452
Creighton,-7.5,Notre Dame,20241130,160452
Campbell,+5,Green Bay,20241130,160452
Central Arkansas,+22.5,Georgia Tech,20241130,160452
Northeastern,+4.5,Vermont,20241130,160452
Chicago State,+34.5,Wisconsin,20241130,160452
Robert Morris,+10.5,Ohio,20241130,160452
Western Carolina,+32.5,Marquette,20241130,160452
Charleston Southern,+25.5,Miami FL,20241130,160452
Purdue Fort Wayne,-9.5,East Texas A&M,20241130,160452
USC Upstate,+7,Coastal Carolina,20241130,160452
Milwaukee,-2,Southern Miss,20241130,160452
Mount Saint Marys,+7.5,Howard,20241130,160452
Indiana State,-4,Iona,20241130,160452
New Mexico State,-4,Bowling Green,20241130,160452
Navy,+5,Elon,20241130,160452
LIU,-1,Binghamton,20241130,160452
CSUN,+5,Montana State,20241130,160452
Nicholls State,+1.5,Louisiana,20241130,160452
Appalachian State,+3,UNC Wilmington,20241130,160452
Albany NY,+15,Georgetown,20241130,160452
Temple,+1,La Salle,20241130,160452
Houston Christian,+12.5,UTSA,20241130,160452
Austin Peay,+9,ETSU,20241130,160452
Tarleton State,+10.5,Hofstra,20241130,160452
Prairie View,+14.5,A&M-Corpus Christi,20241130,160452
Niagara,+4,Lafayette,20241130,160452
Weber State,-4,Pepperdine,20241130,160452
Maine,-1,Pennsylvania,20241130,160452
Harvard,+25,Saint Johns,20241130,160452
Eastern Washington,+22,Utah,20241130,160452
UC Riverside,-4,Idaho,20241130,160452
Furman,+21.5,Kansas,20241130,160452
Georgia Southern,+14.5,Drake,20241130,160452
Florida Gulf Coast,+13.5,Florida Atlantic,20241130,160452
Bellarmine,+10.5,Northern Kentucky,20241130,160452
Bucknell,-3.5,Siena,20241130,160452
San Diego State,+12.5,Houston,20241130,160452
MD Eastern Shore,+42,UConn,20241130,160452
Air Force,+9,Wright State,20241130,160452
Jacksonville,+17,Georgia,20241130,160452
Detroit Mercy,+6.5,Eastern Michigan,20241130,160452
Oakland,+7.5,Toledo,20241130,160452
Rice,+8.5,Arkansas State,20241130,160452
Marist,+1,Lehigh,20241130,160452
Cal State Fullerton,+4.5,Pacific,20241130,160452
Kennesaw State,+5.5,Kent State,20241130,160452
Marshall,+8,Western Kentucky,20241130,160452
Utah Tech,+6.5,Portland State,20241130,160452
Mercyhurst,+8.5,Sacramento State,20241130,160452
Lipscomb,-11.5,Alabama A&M,20241130,160452
Abilene Christian,-2.5,Omaha,20241130,160452
CSU Bakersfield,+4,Southern Utah,20241130,160452
UMKC,-3,SE Missouri State,20241130,160452
Oregon,+6,Alabama,20241130,160452
Towson,+9.5,UC Irvine,20241130,160452
Cal Poly,+14.5,Stanford,20241130,160452
UC Davis,+10,Oregon State,20241130,160452
