Richmond,-1.5,Davidson,20250312,160555
Virginia,+1.5,Georgia Tech,20250312,160555
Cincinnati,+8.5,Iowa State,20250312,160555
South Carolina,+4.5,Arkansas,20250312,160555
Charlotte,+3.5,Rice,20250312,160555
Fordham,+4.5,Rhode Island,20250312,160555
Grambling,+6.5,Southern University,20250312,160555
Wyoming,-1,San Jose State,20250312,160555
Notre Dame,+10.5,North Carolina,20250312,160555
Colorado,+6.5,West Virginia,20250312,160555
Texas,+2.5,Vanderbilt,20250312,160555
Northwestern,-2.5,Minnesota,20250312,160555
Butler,-1.5,Providence,20250312,160555
Fresno State,+13.5,Nevada,20250312,160555
La Salle,+2.5,UMass,20250312,160555
Lamar,+12.5,McNeese,20250312,160555
Iowa,+5.5,Ohio State,20250312,160555
MD Eastern Shore,+15.5,Norfolk State,20250312,160555
DePaul,+4.5,Georgetown,20250312,160555
UTEP,+7.5,Liberty,20250312,160555
LSU,+8.5,Mississippi State,20250312,160555
Air Force,+12.5,UNLV,20250312,160555
Kansas State,+5.5,Baylor,20250312,160555
Navy,+3.5,American,20250312,160555
California,+5.5,Stanford,20250312,160555
Coppin State,+16.5,South Carolina State,20250312,160555
Florida A&M,+5.5,Jackson State,20250312,160555
Utah Tech,+13.5,Utah Valley,20250312,160555
CSU Bakersfield,+5.5,UC Santa Barbara,20250312,160555
FIU,+7.5,Jacksonville State,20250312,160555
Oklahoma,+3.5,Georgia,20250312,160555
UCF,+10.5,Kansas,20250312,160555
Syracuse,+9.5,SMU,20250312,160555
UT Arlington,+8.5,Grand Canyon,20250312,160555
Cal Poly,-1.5,UC Davis,20250312,160555
Montana,+2.5,Northern Colorado,20250312,160555
Bowling Green,+10.5,Akron,20250312,160555
Duquesne,+1.5,Saint Bonaventure,20250312,160555
Indiana,+2.5,Oregon,20250312,160555
South Florida,+3.5,Wichita State,20250312,160555
Ohio,-2.5,Toledo,20250312,160555
Alabama State,-1.5,Texas Southern,20250312,160555
Marquette,-2.5,Xavier,20250312,160555
Eastern Michigan,+5.5,Miami OH,20250312,160555
Boise State,-1,San Diego State,20250312,160555
Morgan State,+2.5,Howard,20250312,160555
Western Michigan,+9.5,Kent State,20250312,160555
New Mexico State,+1,Kennesaw State,20250312,160555
Tulsa,+2.5,Temple,20250312,160555
Alcorn,+2.5,Bethune-Cookman,20250312,160555
NC Central,+1.5,Delaware State,20250312,160555
Seattle,-5.5,Abilene Christian,20250312,160555
Louisiana Tech,+1.5,Middle Tennessee,20250312,160555
UTSA,+3.5,East Carolina,20250312,160555
Tarleton State,+6.5,California Baptist,20250312,160555
