Toledo,-2.5,Bowling Green,20250124,160530
Villanova,+9.5,Marquette,20250124,160530
Kent State,-1,Ohio,20250124,160530
Chicago State,+9,Stonehill,20250124,160530
LIU,-1.5,Saint Francis PA,20250124,160530
Milwaukee,-1.5,Northern Kentucky,20250124,160530
Central Connecticut State,-6,Le Moyne,20250124,160530
Wagner,-1,Mercyhurst,20250124,160530
Saint Josephs,+6.5,Dayton,20250124,160530
Michigan,+4,Purdue,20250124,160530
Penn State,+3.5,Iowa,20250124,160530
Saint Bonaventure,+12,VCU,20250124,160530
UCLA,-5,Washington,20250124,160530
