Le Moyne,+4.5,Dartmouth,20241218,160539
Abilene Christian,-9.5,East Texas A&M,20241218,160539
Mercyhurst,+6,Binghamton,20241218,160539
Stonehill,+13.5,UMass Lowell,20241218,160539
South Carolina State,-2,USC Upstate,20241218,160539
Creighton,-3.5,Georgetown,20241218,160539
Fairleigh Dickinson,+15,La Salle,20241218,160539
Xavier,+13.5,UConn,20241218,160539
Memphis,-4,Virginia,20241218,160539
Detroit Mercy,+13.5,Northern Kentucky,20241218,160539
Bethune-Cookman,+13,South Florida,20241218,160539
Austin Peay,+12.5,Ohio,20241218,160539
American,+14,Saint Josephs,20241218,160539
Lafayette,+10.5,George Washington,20241218,160539
Davidson,+1.5,Temple,20241218,160539
Youngstown State,+7,Wright State,20241218,160539
Murray State,-3.5,Indiana State,20241218,160539
Northeastern,+2.5,UMass,20241218,160539
Elon,+3.5,ETSU,20241218,160539
Florida Gulf Coast,+6.5,UNC Wilmington,20241218,160539
Richmond,+3,William & Mary,20241218,160539
Manhattan,+2,Wagner,20241218,160539
Miami OH,+5,Vermont,20241218,160539
Longwood,-2,Campbell,20241218,160539
Mercer,-1,Queens NC,20241218,160539
Mount Saint Marys,+1.5,LIU,20241218,160539
Central Connecticut State,-2,Fairfield,20241218,160539
UMBC,+15.5,Georgia Tech,20241218,160539
Alabama A&M,+22,UAB,20241218,160539
Southern Utah,+1.5,UT Rio Grande Valley,20241218,160539
Wofford,+7.5,Saint Louis,20241218,160539
Tarleton State,+21.5,Oklahoma State,20241218,160539
Evansville,+7,UT Arlington,20241218,160539
Toledo,+29,Houston,20241218,160539
Appalachian State,-2,Louisiana,20241218,160539
The Citadel,+29,Vanderbilt,20241218,160539
Butler,+14,Marquette,20241218,160539
Michigan,-3.5,Oklahoma,20241218,160539
Alabama,-25,North Dakota,20241218,160539
Samford,+19.5,Arizona,20241218,160539
VCU,+3,New Mexico,20241218,160539
Idaho,+6.5,UC Davis,20241218,160539
Nicholls State,+36.5,Gonzaga,20241218,160539
Utah Valley,+1.5,Idaho State,20241218,160539
CSUN,+11.5,USC,20241218,160539
Kennesaw State,+15,Santa Clara,20241218,160539
Portland State,+4,Pacific,20241218,160539
UC Santa Barbara,+2.5,Loyola Marymount,20241218,160539
CSU Bakersfield,-1.5,Portland,20241218,160539
Montana State,+2.5,UC Riverside,20241218,160539
Washington State,+2.5,Washington,20241218,160539
