Stetson,-3.5,Niagara,20221119,160433
Lamar,+8,Western Carolina,20221119,160433
Central Connecticut State,+3.5,Lafayette,20221119,160433
Maryland,+3,Saint Louis,20221119,160433
Robert Morris,+20.5,Dayton,20221119,160433
Elon,+25.5,North Carolina State,20221119,160433
Chicago State,+20.5,Kent State,20221119,160433
Bowling Green,+7.5,Saint Bonaventure,20221119,160433
Saint Peters,-4,Saint Francis Brooklyn,20221119,160433
Winthrop,+3.5,Mercer,20221119,160433
Sacred Heart,+4.5,Binghamton,20221119,160433
Lindenwood,+7,McNeese,20221119,160433
Evansville,+14,SMU,20221119,160433
Middle Tennessee,+1.5,Missouri State,20221119,160433
Eastern Michigan,+4.5,Oakland,20221119,160433
Texas A&M-Commerce,+9.5,Georgia State,20221119,160433
Buffalo,-4,Howard,20221119,160433
Providence,+1.5,Miami FL,20221119,160433
Southeast Missouri State,+12.5,Bradley,20221119,160433
San Jose State,+5,Northern Colorado,20221119,160433
Army West Point,-1,William & Mary,20221119,160433
Southeastern Louisiana,+7,Campbell,20221119,160433
American,+4,NJIT,20221119,160433
Northeastern,+15,Syracuse,20221119,160433
UIC,+8,Fordham,20221119,160433
Utah Tech,-3.5,Idaho,20221119,160433
South Carolina State,+16.5,North Florida,20221119,160433
Fairleigh Dickinson,+10.5,Longwood,20221119,160433
Gardner-Webb,-7,North Carolina A&T,20221119,160433
UNC Asheville,-3.5,Eastern Kentucky,20221119,160433
Belmont,+3,George Mason,20221119,160433
Fresno State,+5.5,North Texas,20221119,160433
UC San Diego,+6.5,Youngstown State,20221119,160433
Detroit Mercy,+10.5,Florida Atlantic,20221119,160433
Western Michigan,+4.5,Rice,20221119,160433
The Citadel,+19,Butler,20221119,160433
SFA,+7,South Dakota State,20221119,160433
New Mexico State,+6.5,New Mexico,20221119,160433
Princeton,-6.5,Marist,20221119,160433
Coppin State,+11.5,Marshall,20221119,160433
Norfolk State,-12,Alabama A&M,20221119,160433
Saint Thomas MN,-5,Merrimack,20221119,160433
Bryant,-3,FIU,20221119,160433
Kennesaw State,+3.5,Appalachian State,20221119,160433
VMI,+7,SIUE,20221119,160433
Stonehill,+2,Holy Cross,20221119,160433
UC Irvine,+3.5,Pepperdine,20221119,160433
Seattle,+3,Portland,20221119,160433
UIW,+16.5,Valparaiso,20221119,160433
Georgia Southern,-6,Houston Christian,20221119,160433
Hofstra,+13.5,Saint Marys,20221119,160433
Nicholls State,+14,BYU,20221119,160433
Troy,+1.5,Montana,20221119,160433
Portland State,+8,Oregon State,20221119,160433
