Boston College,-2.5,Pittsburgh,20220308,185213
North Carolina State,+5,Clemson,20220308,185213
Jacksonville,+2.5,Bellarmine,20220308,185213
Wagner,+3,Bryant,20220308,185213
Georgia Tech,+1.5,Louisville,20220308,185213
Delaware,-2.5,UNCW,20220308,185213
Wright State,+1,Northern Kentucky,20220308,185213
Marshall,-3.5,FIU,20220308,185213
Southern Mississippi,+3.5,UTSA,20220308,185213
Saint Marys,+12.5,Gonzaga,20220308,185213
North Dakota State,+6,South Dakota State,20220308,185213
UTRGV,+7.5,California Baptist,20220308,185213
CSU Bakersfield,-6,CSUN,20220308,185213
Cal Poly,+6,UC Davis,20220308,185213
Chicago State,+12.5,Utah Valley,20220308,185213
