Bellarmine,+5,Jacksonville,20230222,160440
UMass Lowell,-2.5,UMBC,20230222,160440
Boston University,+3,Army West Point,20230222,160440
Providence,+7,UConn,20230222,160440
Charleston Southern,+10,UNC Asheville,20230222,160440
Minnesota,+15.5,Maryland,20230222,160440
Kentucky,-2.5,Florida,20230222,160440
Mercer,+12.5,Furman,20230222,160440
Western Carolina,+11,UNC Greensboro,20230222,160440
Temple,+8,Cincinnati,20230222,160440
Syracuse,+5,Clemson,20230222,160440
South Florida,+9,UCF,20230222,160440
Dayton,-8.5,Massachusetts,20230222,160440
Vanderbilt,-2.5,LSU,20230222,160440
Binghamton,+14,Vermont,20230222,160440
Bradley,-8,Valparaiso,20230222,160440
The Citadel,+7,ETSU,20230222,160440
Saint Bonaventure,+6,Davidson,20230222,160440
Coastal Carolina,+7,Georgia Southern,20230222,160440
Austin Peay,+10.5,Stetson,20230222,160440
Duquesne,-2,La Salle,20230222,160440
Samford,-3,Chattanooga,20230222,160440
Appalachian State,-1,Georgia State,20230222,160440
George Washington,+2.5,Rhode Island,20230222,160440
Colgate,-9,Lafayette,20230222,160440
Bryant,-6.5,NJIT,20230222,160440
Campbell,+4,Winthrop,20230222,160440
Navy,-1,American,20230222,160440
Holy Cross,+4.5,Loyola Maryland,20230222,160440
Bucknell,+4,Lehigh,20230222,160440
Eastern Kentucky,-2,North Florida,20230222,160440
Lipscomb,+3,FGCU,20230222,160440
Kennesaw State,-3,North Alabama,20230222,160440
USC Upstate,-2,Presbyterian,20230222,160440
Indiana State,+1.5,Belmont,20230222,160440
Troy,-5,ULM,20230222,160440
Illinois State,+15.5,Drake,20230222,160440
UNI,+6,Southern Illinois,20230222,160440
SFA,+1,Abilene Christian,20230222,160440
South Alabama,-2.5,Texas State,20230222,160440
UIC,-1.5,Evansville,20230222,160440
Jacksonville State,-2.5,Central Arkansas,20230222,160440
Arkansas State,+14.5,Louisiana-Lafayette,20230222,160440
Butler,+2.5,DePaul,20230222,160440
Morehead State,-5,Eastern Illinois,20230222,160440
Tulane,+15,Houston,20230222,160440
Ole Miss,+12.5,Auburn,20230222,160440
North Carolina,-6.5,Notre Dame,20230222,160440
Wake Forest,+6,North Carolina State,20230222,160440
Saint Johns,-2,Georgetown,20230222,160440
Iowa,-1,Wisconsin,20230222,160440
Alabama,-17,South Carolina,20230222,160440
Fordham,-2,Loyola Chicago,20230222,160440
New Mexico,+6,Boise State,20230222,160440
